ID,english,label,pred_english,conf_english
1485,{USERNAME}: I shit on your mother’s grave.,0,0,"0.8831229209899902,0.11687713116407394"
1486,Maybe the trash shouldn’t come back. ( ͡° ͜ʖ ͡°),0,0,"0.9989345669746399,0.0010654751677066088"
1487,{USERNAME} Since when did he start screwing yours?,0,0,"0.811649739742279,0.18835021555423737"
1488,"{USERNAME}: Do you know what nervous breakdowns are? Depression, anxiety? You’ve got to be fucked in the head to think like that. And I guess kids of alcoholics should also get screwed over for being born into that family and adopting those patterns.",0,0,"0.9467551708221436,0.05324482545256615"
1489,"> Some idiot, not worth arguing with such morons
{USERNAME}: That remains to be seen. Our friend {USERNAME} might still write something like, “Sorry for my stupidity and manipulating with conspiracy nut images like an idiot, I’m not a nut and I want to gain real knowledge, I just have moments of mental weakness, forgive me.” It could happen, let’s not write the guy off too soon, everyone deserves a chance.",0,0,"0.7925429940223694,0.2074570208787918"
1490,And good.,0,0,"0.9994314312934875,0.0005685181822627783"
1491,"Fuck them, the current system should collapse.",0,0,"0.9992759823799133,0.0007240180275402963"
1492,"{USERNAME}: I don’t go to Germany, I just read live active posts. Fuck German propaganda.",0,0,"0.9916751384735107,0.008324835449457169"
1493,"{USERNAME}: And here comes a bunch of worthless scumbags with no shred of empathy, now they’ll call you a white knight while being worthless themselves. Wykop is full of these types.",0,0,"0.5874146819114685,0.4125853478908539"
1494,"{USERNAME}: Now let’s ask ourselves, are you a Russian troll or just a regular idiot?",0,0,"0.5379701852798462,0.4620298147201538"
1495,{USERNAME}: A Russian dick calls me a footwrap? Really?,0,0,"0.9993089437484741,0.0006910741212777793"
1496,"Joseph Stalin was a great man, he did nothing wrong.",0,0,"0.9957475066184998,0.004252555314451456"
1497,What can you expect from subhumans with IQs comparable to monkeys?,0,0,"0.9942954182624817,0.005704578943550587"
1498,{USERNAME}: Fucking amoeba.,0,0,"0.8416509628295898,0.15834903717041016"
1499,"> Alright, professor. It’s clear you know your stuff.
>My respect. I’m ending this discussion because I can’t keep up with such a giant intellect.
{USERNAME}: I’m glad. Now fuck off and don’t say a word. And if you do, fuck off anyway.",0,0,"0.7098758220672607,0.29012414813041687"
1500,"Who would’ve thought Nazis use Nazi methods. I feel almost honored to be on the list of people hunted by this Nazi scum xD A day without a manipulative scandal in the ranks of #4konserwy.ru is a day wasted. The [pseudonym] folks on Wykop are real idiots if, after 5890240958920 scandals, they still haven’t cut the tag along with its users. Waiting for the bot downvotes xD",0,0,"0.6565759778022766,0.3434239625930786"
1501,{USERNAME}: Read up or fuck off.,0,0,"0.9021205902099609,0.09787946194410324"
1502,"{USERNAME}: “Success” is for Americans; Polish trash can only be a slave until they die.
No amount of self-improvement will change your shitty nationality or shitty education, and that’s all that matters in this fucked-up feminist world, and no money can change that.",0,1,"0.07316258549690247,0.9268373847007751"
1503,"{USERNAME} IGA, fuck you.",0,0,"0.9498437643051147,0.05015617236495018"
1504,"{USERNAME}: Keep playing the idiot, you’re doing great.
Just answer one simple question:
Why the Virgin Mary (not divine) and not Muhammad?",0,0,"0.8980924487113953,0.10190755873918533"
1505,"{USERNAME}: Undergo reincarnation*, hope you’re born into a normal, loving family and go to a normal school that ensures proper social development—if it fails, keep trying.
*I hope you get what I mean—I can’t say it outright, or [surname] will report me for bans.",0,0,"0.8965526223182678,0.10344740003347397"
1506,"He cleaned up, swept up, now fuck off.",0,0,"0.9802400469779968,0.019760018214583397"
1507,"{USERNAME}: [surname] and [surname], the same two whores.",0,1,"0.3921564221382141,0.6078435182571411"
1508,"{USERNAME} Then why the fuck are you here? Fuck off. You’re such a fucking amoeba, jeez. Can’t say it any nicer.",0,0,"0.7754560112953186,0.2245439738035202"
1509,"{USERNAME}: See? The secret police dogs are still taking down posts, but don’t worry, karma will catch up with the pedo from Parsęck too. The law will get him, or he’ll get a smack on that balding head ;)
#[pseudonym] #patostreams #[pseudonym] #parliament",0,0,"0.718002200126648,0.28199782967567444"
1510,"{USERNAME}: I’d rather have a steel dragon than your two-wheeled vehicle with a stinking farting rider sweating all over the city.
Personally, I’m waiting for the police to deal with the most accident-prone group of road users, those fucking cyclists. Let them introduce those registrations, and I’ll snitch on all of you during my commute. You’ll be eating fines for riding on the sidewalk, running red lights, and not stopping at pedestrian crossings.
I don’t even feel sorry for clowns like you who think they’re so awesome in their stupidity that they have answers to all the world’s problems. I hope when you crash your bike, the ambulance arrives by bike, late enough that they have to amputate your leg. Then I’ll gladly read your comments about traffic disruptions.",0,0,"0.9612394571304321,0.038760509341955185"
1511,"{USERNAME}: Your mom barks when my old man feeds her from a bowl, you trash xD",0,0,"0.9888724684715271,0.011127537116408348"
1512,{USERNAME}: Shut your trap.,0,0,"0.8534104228019714,0.14658959209918976"
1513,"Old hag ( ͡° ͜ʖ ͡°) And boom, the attacked woman should sue her and be done with it.",0,0,"0.9981111288070679,0.0018889219500124454"
1514,"{USERNAME}: Why some chemical thing? Isn’t physical, or whatever it’s called, better? No anesthesia.",0,0,"0.9960910677909851,0.003908956423401833"
1515,"{USERNAME}: FUCK OFF, I’LL FUEL UP AT SHELL, LET THE BRITS MAKE SOME MONEY",0,0,"0.9922602772712708,0.007739707827568054"
1516,"{USERNAME}: Well, now that you’ve embarrassed yourself, fuck off.",0,0,"0.8938320279121399,0.1061679944396019"
1517,"{USERNAME}: First, fuck you. Second, learn to read with comprehension, you moron, because I didn’t write anything like that. Third, the OP mentions stuff like dishwashers and iRobot vacuums, which are just as useful as washing machines. Air conditioning is less useful over the year than those two devices the OP called worse.",0,0,"0.9149029850959778,0.08509700000286102"
1518,{USERNAME}: You’re a retarded idiot.,0,1,"0.09986753016710281,0.9001324772834778"
1519,{USERNAME}: Just fuck off from here.,0,0,"0.9259882569313049,0.07401172816753387"
1520,"{USERNAME}: Someday he’ll earn 10 times more than losers like you. Curiosity and the desire to do something unusual drive humanity forward, its progress. Worthless people are the ones like you.",0,0,"0.8795523047447205,0.12044768035411835"
1521,{USERNAME}: You forgot to mention the basement-dwelling pussies too scared to leave their basements.,0,1,"0.07932533323764801,0.920674741268158"
1522,{USERNAME}: Then kill yourself. You’d really help a lot with CO2 reduction as much as you can. I’d respect you as someone who lives their ideals instead of relying on others’ sacrifices.,0,0,"0.8041313290596008,0.19586864113807678"
1523,"Ooh, [surname]’s appearance doesn’t bode well for the pedophile [surname] and his company.",0,0,"0.9676355719566345,0.03236439451575279"
1524,The only solution to the current situation is brutally getting rid of all the animals speaking Pushkin’s language.,0,0,"0.9771506786346436,0.02284936048090458"
1525,"{USERNAME}:
> What are those ragheads going to do?
Screw your mom ( ͡° ͜ʖ ͡°)",0,1,"0.02398412674665451,0.9760159254074097"
1526,"Let them sue themselves, fucking mafia. Spit.",0,0,"0.9869158267974854,0.013084115460515022"
1527,"{USERNAME}: If you really wanted to hurt yourself, you’d have done it, so fuck off and seek attention elsewhere.",0,0,"0.8905912637710571,0.10940875858068466"
1528,"{USERNAME}: Then why no ban for impersonation? I heard about it once but forgot who, oh, it’s that bitch.",0,1,"0.17989742755889893,0.8201025724411011"
1529,{USERNAME}: Criminal John Paul II Street,0,0,"0.8858799338340759,0.11412002146244049"
1530,Now you’ve completely lost your minds.,0,0,"0.9965457320213318,0.003454247023910284"
1531,"{USERNAME}: I wrote that I prefer it, you fucking moron, not what’s better. We’re all gonna die anyway.",0,0,"0.7315260767936707,0.26847389340400696"
1532,"Right-wing animals all have the same face everywhere—doesn’t matter if it’s Poland, Georgia, or Israel.",0,0,"0.9902055859565735,0.009794414974749088"
1533,"{USERNAME}: Are you really that fucked up, or are you pretending?",0,0,"0.7061370015144348,0.2938629686832428"
1534,{USERNAME}: Fuck off with your complexes.,0,0,"0.9372671246528625,0.06273292005062103"
1535,"Send it yourself, you whore, don’t push others. If you didn’t like it, don’t send it just because “Pole for a Pole,” for fuck’s sake. #eurovision",0,0,"0.7103067636489868,0.2896932065486908"
1536,"{USERNAME}: I despise practically every Polish dog wearing the Polish uniform of the so-called police. Why? I’ve lived outside Poland for almost 9 years, and I see the difference between what animals Polish cops are compared to, say, British ones. Here, in 9 years, I’ve never been stopped while driving like a normal person through various cities, no matter the time of night. I don’t feel “persecuted,” nobody’s looking for a “stick to shove up your ass.” Here, in this country, the police are for society, not the citizen for the police. I could go on, but I suspect it’d make you sad for many reasons you wear that uniform. Spit.",0,1,"0.286251425743103,0.713748574256897"
1537,{USERNAME}: Fuck everyone ( ͡° ͜ʖ ͡°),0,0,"0.9729704856872559,0.02702951990067959"
1538,{USERNAME}: I’d shoot those whores in the back without hesitation.,0,1,"0.01832732930779457,0.9816727042198181"
1539,"{USERNAME}: First, buddy, shut your trap, second, fuck off xD, and third, you’re as much a philosopher as a goat’s ass is a butter churn, Mr. “One year of philosophy changed my life.”",0,0,"0.8820980787277222,0.11790196597576141"
1540,{USERNAME}: Jumping off a bridge.,0,0,"0.9389240145683289,0.06107605993747711"
1541,"{USERNAME}: If you’re drunk, don’t write, you dumb hick.",0,1,"0.3849674463272095,0.6150325536727905"
1542,"{USERNAME}:
And boom (╭☞σ ͜ʖσ)╭☞ #blacklist for the annoying idiot.
Hey. ( ͡º ͜ʖ͡º)",0,0,"0.9831832647323608,0.01681671291589737"
1543,{USERNAME} Look what a son of a bitch I found.,0,0,"0.8446016311645508,0.15539833903312683"
1544,How are we supposed to cope when we can’t shoot conspiracy nuts in a civilized world?,0,0,"0.9977774024009705,0.0022225447464734316"
1545,"{USERNAME}: I only hope you hang yourself before you hurt someone with your fucked-up ways.
I know you’re laughing reading this, but inside you’re crying.
People like you shouldn’t be allowed to interact with normal people.
I hope you don’t hurt anyone. But that’s probably just my hope.
Please, think about yourself. Because you’ve been hurt, and badly. I feel sorry for you.",0,0,"0.9171167016029358,0.0828833132982254"
1546,"> They’re mocked because they look like a typical bunch of Wykop losers.
{USERNAME}: XD This guy’s an idiot, posting nonsense online and has the nerve to mock others’ looks XDD Jesus, where do I live? People like you shouldn’t be allowed to speak publicly because you might infect someone with your stupidity XD",0,1,"0.22920511662960052,0.7707948088645935"
1547,"{USERNAME}: Everyone already knows what your fascist national-Catholic shit and your “values” are, and you’re starting to squeal! HA, spit on you.",0,0,"0.8184130787849426,0.18158690631389618"
1548,"Monkeys jump on trees because it’s their nature, and you can’t blame them for that. You should blame the people who let monkeys into the house and then act surprised when one swings from the chandelier and another shits in the drawer.",0,0,"0.9954728484153748,0.004527135752141476"
1549,"The time will come for that German whore.
Cheeky bastard.",0,1,"0.0033680349588394165,0.996631920337677"
1550,"String a steel cable between trees, and that’ll end their galloping.",0,0,"0.9971754550933838,0.002824472263455391"
1551,Let them fuck off. Every elderly person can get vaccinated if they want.,0,0,"0.861731231212616,0.13826876878738403"
1552,With gas and a telescope.,0,0,"0.9991958737373352,0.000804167240858078"
1553,"Porto, you fucking whore #betting",0,0,"0.7816551923751831,0.2183447629213333"
1554,"{USERNAME}: With the police, only the batons would match, but not quite, because you’re only good for sucking off, you leftist XD",0,0,"0.7381575107574463,0.2618424594402313"
1555,"Polish vermin, bred like livestock. I don’t even feel sorry for you. You should’ve kissed the Germans’ hands 80 years ago, and you’d be doing fine now.",0,1,"0.17235425114631653,0.8276457786560059"
1556,"{USERNAME}: You’re the rabble, you fucking amoeba.",0,0,"0.8546645045280457,0.14533549547195435"
1557,"{USERNAME}: Say that again, you trash.",0,0,"0.9279443621635437,0.07205559313297272"
1558,"{USERNAME}: Fucking dick, let him fuck off ([pseudonym] - that’s about me, by the way).",0,0,"0.912227213382721,0.08777277916669846"
1559,They should shoot it.,0,0,"0.8315051198005676,0.16849488019943237"
1560,"{USERNAME}: Are you seriously so fucked up that you can’t grasp that in a text exchange, you can’t convey emotions, only content, and leaving things to assumptions often leads to misunderstandings?
Are you really such a dumb bimbo, a complex-ridden pinko who can’t have a normal conversation and immediately starts with ad hominem attacks like a typical Karen?
I feel sorry for you; work on your self-esteem because it’s lacking.",0,1,"0.1551249623298645,0.8448750376701355"
1561,"{USERNAME} And fuck pigeons with electricity, fucking winged rats!!",0,0,"0.9664212465286255,0.03357874974608421"
1562,"{USERNAME}: Boxer, you idiot.",0,0,"0.8947288990020752,0.10527109354734421"
1563,"[pseudonym], you are whores.",0,0,"0.6523364186286926,0.347663551568985"
1564,{USERNAME}: I once got a month-long ban for expressing a similar opinion ( ͡° ͜ʖ ͡°),0,0,"0.9272071123123169,0.0727928951382637"
1565,"Incels are parasites and deserve nothing but contempt and indifference, and it’s entirely their fault because they live like insects in a dark corner. Basement-dwellers, instead of getting their act together, blame the whole world except themselves. Even a blind and hunchbacked woman wouldn’t fall for them—what’s there to fall for? Snot from their nose and a beer belly? These losers can’t even dress properly, though you can do that on a small budget. Hygiene is important too, so instead of reeking like a dung heap, just wash and comb your hair, but no, it’s easier to spin theories on Wykop about how bad things are and how Polish women are “curvy.”",0,1,"0.23804840445518494,0.7619516253471375"
1566,"[surname], you fucking whore, change his tires every lap #f1",0,0,"0.9046687483787537,0.09533126652240753"
1567,"What scum, I hope the dog gets found. Good luck!",0,0,"0.9996223449707031,0.00037757831159979105"
1568,"{USERNAME}: Don’t insult yeahbunny, you homophobic asshole. I’ll fuck you up, you homophobic whore.",0,1,"0.19277483224868774,0.8072251677513123"
1569,"[surname], YOU BEAUTIFUL BASTARD #match",0,0,"0.9819657206535339,0.018034279346466064"
1570,{USERNAME} is a soft prick who deletes comments under their shitty posts.,0,0,"0.6951075792312622,0.3048924505710602"
1571,"{USERNAME}: An apartment in a block is too small, but a kennel or cage in a house’s yard is fine? Jesus, what an idiot.",0,0,"0.9352391362190247,0.06476080417633057"
1572,{USERNAME}: The English killed the French in the Middle Ages and vice versa… idiot.,0,0,"0.935845136642456,0.06415484100580215"
1573,{USERNAME}: I don’t feel sorry for the cat or that guy. Disposal.,0,0,"0.9144667983055115,0.08553314954042435"
1574,"{USERNAME}: Come on, you trash xD xD xD",0,0,"0.9621014595031738,0.037898484617471695"
1575,"{USERNAME}: Oh no, this femoid dares not to like patriotic animals, let’s spit on her! xD",0,1,"0.03913635015487671,0.9608636498451233"
1576,Pedophiles will get rabies again.,0,0,"0.9793235063552856,0.020676448941230774"
1577,To the rope!! Dickhead,0,0,"0.7660987377166748,0.23390129208564758"
1578,"{USERNAME}: I don’t know if they’re an idiot, but definitely a rag.",0,1,"0.19252616167068481,0.8074738383293152"
1579,"{USERNAME}: Clowns in the server room… :/ No, I’ll change it, stupid dicks, I hope a train hits you or something like that…",0,0,"0.938306450843811,0.061693597584962845"
1580,"{USERNAME}: Someone would quickly stab her, then rape her, and finally burn her.",0,0,"0.9143710136413574,0.08562900871038437"
1581,> Stone him! {USERNAME}: Good idea ( ͡° ͜ʖ ͡°),0,0,"0.8563181161880493,0.14368189871311188"
1582,"{USERNAME}: Either see a psychiatrist or fuck off on a Eurotrip, you loser, earn money for the rest of the trip with UberEats, build some character, and gain self-respect instead of blaming everyone else and hating them in your delusions; every piece of trash after high school should be kicked out by their parents for something like this.",0,0,"0.8017598390579224,0.19824013113975525"
1583,"{USERNAME}: What are you whining about, you dwarf? XD So typical, reporting people who tell the truth, and when you run out of arguments, you dodge the topic XD",0,0,"0.8166103959083557,0.18338963389396667"
1584,"Soon a rematch, just played differently, in-out-kill, they’re asking for it.",0,0,"0.9724856615066528,0.02751435898244381"
1585,"> The subjects were less open to new experiences and more conscientious. You do something and do your job diligently, and because of fucking left-wing slackers and ignorants, you’re considered less fun xD, maybe they’re just too stupid for right-wing humor ¯_(ツ)_/¯",0,0,"0.9955226182937622,0.004477378912270069"
1586,FUCK DEMOCRACY,0,0,"0.9975669384002686,0.002433055080473423"
1587,{USERNAME} Shock those taxi drivers who always block the drop-off zone in front of the train station.,0,0,"0.9891870617866516,0.010812913067638874"
1588,{USERNAME}: A dick suits your face.,0,0,"0.8813042640686035,0.11869575083255768"
1589,"{USERNAME}: Your mom’s anus fell out, too much in the ass :P",0,0,"0.9884950518608093,0.011504977010190487"
1590,"{USERNAME}: [surname], you fucking whore",0,0,"0.8428037762641907,0.15719623863697052"
1591,I don’t know if it was posted xD but the dude’s right :) #politics #elections,0,0,"0.9434224963188171,0.05657749995589256"
1592,"Fuck, it’s [pseudonym], not Dawid [pseudonym], you fucking idiot. The guy was jerking you off. JERKING YOU OFF!!! #famemma",0,0,"0.9360747933387756,0.06392522156238556"
1593,"{USERNAME}: Everyone has different values. For me, it’s finding a soulmate. Sorry for being intolerant trash.",0,0,"0.9996092915534973,0.0003907504433300346"
1594,"[surname], YOU W.H.O.R.E. GIVE ME BACK MY WYKOP",0,0,"0.998915433883667,0.0010846282821148634"
1595,"- [You write that you’d vote for a murderer and think he’s a smart person]({URL} - who the fuck cares? - You write that murderers and their supporters are bastards or mentally ill - comment deleted by [pseudonym]. {USERNAME} - I repeat - you’re pathetic, doing nothing about people who openly say their idols are murderers. Instead, you act like vile cowards, deleting my post directed at you. You cowards will probably ban my account, but if I see another deleted post, I’ll keep raising my points. This time, I’ll copy the comment to a notepad… And I’ll keep my word… This is the third comment #[pseudonym]content #neuropa #4konserwy",0,0,"0.8225080370903015,0.17749197781085968"
1596,"Of course, we only have one Polish company left; the rest were sold by the trash from patofor.",0,0,"0.9966799020767212,0.0033201833721250296"
1597,"{USERNAME}: Well, it’s the fault of the shitty old man. You’d need to handle it calmly somehow, and the fear would pass.",0,0,"0.9193610548973083,0.08063890784978867"
1598,Throw them into that well and tie them up. Bastards.,0,0,"0.9938375353813171,0.006162446923553944"
1599,"{USERNAME}: If you look like a pussy next to [surname], it means you’re an ultra pussy.",0,1,"0.08784749358892441,0.9121525287628174"
1600,"You’ll be hanging, Mr. [surname].",0,0,"0.9946052432060242,0.005394725129008293"
1601,{USERNAME} What’s the difference if you’re an idiot on Wykop or in prison?,0,0,"0.7730844020843506,0.226915642619133"
1602,"{USERNAME}: So you know about degeneracy? That’s new. You guys wrongly associate consumerism with Nikes costing a thousand or an iPhone. Consumption is a basic human need. Eating, having a place to sleep, and something to wear. Those things cost money, so you have to spend, engage in so-called consumption. A handful of mentally disabled people earned some cash, now they sit, watch Chinese cartoons, and burn through their savings. They’re making a mistake in life, and in a moment, they’ll be back in the factory kissing the owner’s feet. Others live off welfare and, as long as they’re leeching off their parents, they live like worms. Welfare can run out, or the providers might disappear, and then life in trash mode begins. People with passive income who don’t need to work can be counted on one hand. Then there’s inheritance. If I were the parents, I’d disinherit the worm from the will, and if the brat is an only child and thinks luck will smile on them, there’s a good chance they won’t hold onto the inheritance, the inevitable sell-off will start, and then it’s a life of poverty. As long as parents provide everything, it seems great. Three-quarters of NEETs with no education, job, skills, ambition, or secure future will end up on the street or take their own lives. A lack of understanding of the system they were born into, rebellion, and their own stupidity are the basic recipe for many future tragedies.",0,1,"0.40124401450157166,0.5987560153007507"
1603,{USERNAME}: I’m fucked up.,0,0,"0.8903964757919312,0.10960348695516586"
1604,{USERNAME}: A wildly unstable whore.,0,0,"0.5355866551399231,0.4644133746623993"
1605,"People who harm animals in this way should be disposed of. Preemptively. There’s a good chance a human will be next. The punishment for animal cruelty shouldn’t be disposal since we’re at the top of the food chain, but breaking their arms and, say, taking away their right to breathe would do.",0,0,"0.9996480941772461,0.00035185663728043437"
1606,Will someone ever stop this carousel of leftist fuckery?,0,0,"0.9988478422164917,0.0011521232081577182"
1607,{USERNAME}: She was sick with thieving seed; the only cure is a shot to the back of the head and into a pit.,0,0,"0.8121293187141418,0.18787071108818054"
1608,"{USERNAME}: Useful idiots like you can definitely forget about freedom. Flatten the mortality curve. The sheep heard one scientific term and now bleats baa baa baa endlessly without a clue. What happens when you flatten that curve? Quarantine ends? Imagine that right after, the infection rate spikes again. Oh, what am I talking about? You believe people will be in quarantine for years until a cure is found. I wonder what they’ll eat when their savings run out.",0,0,"0.9498893022537231,0.05011068284511566"
1609,{USERNAME}: To you and your family for being idiots.,0,0,"0.8921273350715637,0.10787271708250046"
1610,"At the start of the week, there were tons of necrophiles on Wykop and Mirko in the morning; I sent about 20 reports. [pseudonym] was asleep, and the human trash said goodbye and deleted their account.",0,0,"0.8996434211730957,0.1003565564751625"
1611,"{USERNAME} and then kill yourself like a Christmas ornament, yo.",0,0,"0.7966220378875732,0.20337793231010437"
1612,My hand’s itching to punch him.,0,0,"0.9943121671676636,0.0056878807954490185"
1613,"{USERNAME}: Leftists pay me 1 PLN per post. I also got an offer of 0.30 PLN to join the slut march, but I didn’t sell out.",0,0,"0.7086256146430969,0.29137441515922546"
1614,{USERNAME}: She must be fucking crazy.,0,0,"0.7824897170066833,0.21751032769680023"
1615,{USERNAME}: But you’re still shitty and fucked up ( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°),0,0,"0.8116434216499329,0.18835662305355072"
1616,"[surname], you old whore!!!! Sorry, I had to.",0,0,"0.5798963308334351,0.42010366916656494"
1617,I’m fed up with this whore #microsoft #microsoftstore #microsoftedge #bittercomplaints,0,1,"0.2805584967136383,0.7194415330886841"
1618,"{USERNAME}: Condoms, bro, sluts are for banging.",0,1,"0.2626565396785736,0.737343430519104"
1619,#elections [surname] [surname] [surname] and [surname]... It’s a tragedy that anyone votes for this trash.,0,0,"0.9994200468063354,0.0005799264181405306"
1620,"{USERNAME} Smack yourself in the head, the census will be online and by phone.",0,0,"0.8931677341461182,0.10683226585388184"
1621,"So, a guy who screws 500 women is cool, but a girl who screws 100 guys is a whore and a slut? If a guy’s dick was sucked by hundreds of women, he’s a model father, but if a girl had her pussy licked by hundreds of guys, she better not have kids because it’s a shame to go to school. Jesus, Polish basement-dwellers. I don’t even feel sorry for you.",0,1,"0.0033743216190487146,0.9966256618499756"
1622,"In this [pseudonym], it’s probably just fucking idiots working; the post got taken down for one swear word. If I were a normie, it’d still be up #loser",0,0,"0.9453872442245483,0.05461272597312927"
1623,"Attention, I’ve got a mentally ill user {USERNAME} here who attacks people who’ve wronged him or who he lost arguments with. In the archive of his posts, I see I’m not the first, and he’s had other targets before. The guy, even though blocked, writes to me on Mirko and then deletes his posts xDDDD He also deleted his part of a private conversation where he insulted me like a 12-year-old kid and wrote that he’d force me to delete my account by harassing me XDDDD. What do you do with such a pathetic loser?",0,0,"0.7076566815376282,0.2923433184623718"
1624,I hope he dies. Her next.,0,0,"0.8974912166595459,0.10250876098871231"
1625,{USERNAME}: What an idiot.,0,0,"0.7880140542984009,0.21198594570159912"
1626,"{USERNAME}: You communist, you won’t tell me how to spend my money. Ha, spit on you, red plague, child of Neostrada.",0,1,"0.30107951164245605,0.698920488357544"
1627,"{USERNAME} By “here,” I mean this website, you complete idiot. You’re clogging the blog with your autistic content, so fuck off because not everyone has to like it. Fuck off from here if you don’t like what others write, got it now?",0,1,"0.436857670545578,0.5631423592567444"
1628,{USERNAME} Let that slut burn.,0,1,"0.10606460273265839,0.8939354419708252"
1629,"> Yeah, and then he’ll come back at night and try to set your house or car on fire. {USERNAME}: And reporting him to the police won’t make him want to burn your house down? Only a solid beating works on such social trash.",0,0,"0.8371812701225281,0.1628187596797943"
1630,"{USERNAME}: Kill yourself, loser xD",0,0,"0.8722912073135376,0.1277088075876236"
1631,{URL} Free Big Mac coupon at McDonald’s. Works only on Android. Don’t thank me #mcdonalds #foodporn #cookwithwykop #giveaway,0,0,"0.9985408782958984,0.0014591104118153453"
1632,"{USERNAME} The machine’s started, you bastards.",0,0,"0.9802582263946533,0.019741762429475784"
1633,"To every vaccine supporter, if you get vaccinated, please, go ahead and get vaccinated. But if you demand that I FUCKING GET VACCINATED, or my friend’s kid, I’ll FUCKING FIND YOU AND CUT YOUR HEAD OFF WITH MY FRENCH BAYONET, YOU BASTARD, YOU! #coronavirus",0,0,"0.9973179697990417,0.0026820863131433725"
1634,"{USERNAME}: You’re fucked up, you can’t even be called human, you’re a fucking subhuman, what you did to her.",0,0,"0.8717804551124573,0.12821954488754272"
1635,"With occasional tenancy, kicking out the trash takes a maximum of 3 months, often just a month.",0,0,"0.9996815919876099,0.00031840329756960273"
1636,{USERNAME}: Soon we’ll have a real Battlefield 5 against leftists if they keep acting like this ( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°),0,0,"0.8111075162887573,0.1888924539089203"
1637,"> The point is that (as many experts have been saying for a long time), mRNA vaccines pose a long-term risk of cancers and autoimmune diseases. Ones that make the “covid” flu look like a minor issue. {USERNAME}: Reading such nonsense risks brain cancer. {USERNAME} {USERNAME}, I get that money doesn’t stink, but there should be some limits to selling out. Thousands of people are dying because people like you allow disinformation to spread. {USERNAME} takes a preprint article comparing immune responses after different vaccines and natural infections, how T cells, B cells, and plasma cells form in lymph nodes, and adds some bullshit about a toxic protein, while the rest babble on about cancers? What’s supposed to cause this cancer? Antibodies? Plasma cells in lymph nodes? Some moron randomly highlights parts of a publication without understanding what they’re posting. {USERNAME} {USERNAME}, stop whoring yourselves out.",0,0,"0.7524327039718628,0.247567281126976"
1638,{USERNAME}: Moron. Reported.,0,0,"0.9085085988044739,0.09149140119552612"
1639,"Alright, into the oven with them ( ͡° ͜ʖ ͡°) #match",0,0,"0.9424492716789246,0.05755072087049484"
1640,"{USERNAME} Jump, off a bridge.",0,0,"0.8169543147087097,0.18304571509361267"
1641,"{USERNAME}: Fuck off, or you’ll get a smack in the face, loser.",0,0,"0.948006272315979,0.05199374258518219"
1642,"{USERNAME}: **I-D-I-O-T-S**, because they dare to write about something that doesn’t interest me. I’m afraid it’s not the Mirko community as a whole that’s idiotic, just a certain individual with narrow-minded horizons xD",0,0,"0.6941038370132446,0.30589616298675537"
1643,What does a priest do in the children’s psychiatric ward? ! Fucks the retard ( ͡° ͜ʖ ͡°) ! #lol #darkhumor #pedophilesoffaith,0,0,"0.5916547179222107,0.4083453416824341"
1644,"{USERNAME}: Are you happy, you leftist rat?",0,0,"0.8140192627906799,0.1859806776046753"
1645,{USERNAME}: Get out with that shit.,0,0,"0.9561631679534912,0.04383682459592819"
1646,Shoot so they come back.,0,1,"0.2934698164463043,0.7065301537513733"
1647,"{USERNAME}: Shut your trap, you fucking raisin-lover! Write one more thing about throwing that garbage into a cheesecake, and I’ll  track you down and do something bad to you, I don’t know, yell at you or something.",0,0,"0.8080382347106934,0.19196173548698425"
1648,"> So you’re saying you’re learning about decades-old economic models from the PRL era that claim social transfers are superior to voluntarism. Well, something like that ( ͡° ͜ʖ ͡°). {USERNAME}: They’re learning Western models from the USA and Western Europe, you’re really quite an idiot :D",0,0,"0.9024743437767029,0.09752566367387772"
1649,We live in a fucking country where a bunch of dumb whores choose whores for the government for normal Poles. I’d bet my hand that the whores ruling us represent everyone’s interests except ours. Fuck this nation of idiots. #politics,0,1,"0.023182548582553864,0.9768174290657043"
1650,{USERNAME}: 17 and already a little whore xd,0,0,"0.7811400890350342,0.21885991096496582"
1651,"Dumb, empty bitch.",0,1,"0.41060909628868103,0.5893909335136414"
1652,"{USERNAME}: :D:D:D:D: So, a cultist. I thought so, you fuckers can never surprise anyone positively… You’re all worth shit, now you’ll blabber about 70-year-olds, anything to avoid admitting you got fooled and someone screwed you over. I’ll repeat: vaccines were supposed to first protect against infection, then against severe cases. I just sent you an article where 75% of people on ventilators are vaccinated. Something’s fucked with that severe case protection, and instead of approaching it rationally, you’re blabbering about 70-year-olds. If vaccines protected against severe cases, you wouldn’t have 75% of ventilated people vaccinated, but far fewer. There’s no chance of a logical, rational discussion with you; you all act like fucking cultists.",0,0,"0.8542444705963135,0.1457555592060089"
1653,"{USERNAME}: I’m fucking done with the left, but I agree. We say no to pedophiles and the Vatican mafia.",0,0,"0.9771816730499268,0.02281833440065384"
1654,"Why did you delete my post “[pseudonym] king and fuck you in the ass, yo” life failures with a [pseudonym] complex #famemma",0,0,"0.8069661259651184,0.19303393363952637"
1655,The biggest laugh is still at the fuckups in masks :).,0,0,"0.8370084166526794,0.16299158334732056"
